Наименование товара;Артикул;Розничная цена;Остаток на складе
Когтеточка-комплекс 35х35х105 см, бежевый;SBE991-B;7590.00;34
Когтеточка-комплекс с домиком 40х30х67 см, кремовый;SBE1113-C;4460.00;0
Когтеточка-домик 30х30х57 см, кремовый;SBE307-C;2660.00;35
Когтеточка-комплекс 36х36х88 см, бежевый;SBE892-B;7200.00;181
Когтеточка-комплекс 50х35х116 см, кремовый;SBE1418-C;8670.00;102
Когтеточка-комплекс с гамаком 40х40х85 см, бежевый;PS270-B;12500.00;21
Когтеточка-комплекс 60х30х60 см, кремовый;PS654-C;5440.00;85
Перосъёмные пальцы PR133-45;DI133SH45;52.00;0
Автоматический открыватель двери ChickenGuard Premium;CGD2;14200.00;0
Автоматический открыватель двери ChickenGuard Standard;CGD1;11900.00;0
Автоматический открыватель двери ChickenGuard Extreme;CGD3;16200.00;0
Двери курятника для автоматического открывателя ChickenGuard;CGD4;4310.00;0
Автоматический открыватель двери ChickenGuard Premium, дверь в комплекте;CGD5;17600.00;0
Автоматический открыватель двери ChickenGuard Extreme, дверь в комплекте;CGD6;19500.00;0
Расческа дешеддер Pet Choice 2 в 1 ширина 60 мм для ухода за шерстью собак и кошек;GSU060-13;1430.00;455
Расческа дешеддер Pet Choice 2 в 1 ширина 76 мм для ухода за шерстью собак и кошек;GSU076-20;1630.00;455
Набор расчесок для груминга животных 5 в 1 щетка массажная, расческа, дешеддер, стриппинг, щетина;0107-004;2880.00;471
Вращающийся гребень для домашних животных 3 в 1 дешеддер, колтунорез и расческа;0107-005;2120.00;497
Пуходерка M Pet Choice ширина 94 мм для вычесывания подшерстка кошек и собак;BSAK094;516.00;299
Пуходерка XL Pet Choice ширина 125 мм для вычесывания подшерстка кошек и собак;BSAK125;651.00;354
Пуходерка Pet Choice с кнопкой самоочистки 126 мм для вычесывания подшерстка кошек и собак;BSAO126;1130.00;436
Когтерез секатор для средних и крупных собак с ограничителем;JD614;591.00;92
Когтерез ножницы Pet Choice для кошек и собак мелких пород;JD612;280.00;192
Дешеддер M с дугообразным лезвием 76 мм и с кнопкой самоочистки для вычесывания шерсти животных;0101-098;1550.00;471
Дешеддер L с дугообразным лезвием 100 мм и с кнопкой самоочистки для вычесывания шерсти животных;0101-097;1810.00;473
Дешеддер S с прямым лезвием 76 мм и с кнопкой самоочистки для вычесывания шерсти животных;0101-096;1440.00;456
Дешеддер L с прямым лезвием 100 мм и с кнопкой самоочистки для вычесывания шерсти животных;0101-095;1570.00;469
Когтерез ножницы с резиновыми кольцами для кошек и собак мелких пород;0104-001;475.00;335
Поводок-рулетка с лентой 4.2 м для собак до 20 кг желтый;EB05S;1750.00;484
Поводок-рулетка со светоотражающей лентой 5 м для собак до 20 кг;UB05S;2280.00;471
Поводок-рулетка со светоотражающей лентой 5 м для собак до 30 кг;UB05M;2390.00;440
Расческа стриппинг для собак и кошек, 77 мм;0101-090;1130.00;0
Щетка расческа для собак и кошек;0101-083;539.00;284
Машинка Heiniger Opal для стрижки собак, лошадей, коров с 2-я аккумуляторами;709-000-70;34800.00;0
Гидропонная установка HobbyFarm Mini, домашний умный смарт сад, с фитолампой;DQ1300;4600.00;1168
Гидропонная установка HobbyFarm Mini, домашний умный смарт сад;DQ1200;2360.00;575
Гидропонная установка HobbyFarm, домашний умный смарт сад, 3 ячейки с фитолампой;DQ62003;14600.00;0
Гидропонная установка HobbyFarm, домашний умный смарт сад, 5 ячеек с фитолампой;DQ62005;14600.00;0
Гидропонная установка HobbyFarm, домашний умный смарт сад, 8 ячеек с фитолампой;DQ62008;14600.00;45
Гидропонная установка HobbyFarm, домашний умный смарт сад, 5 ячеек;DQ61005;5500.00;50
Гидропонная установка HobbyFarm, домашний умный смарт сад, 8 ячеек;DQ61008;5500.00;63
Гидропонная установка HobbyFarm для суккулентов и мхов, домашний умный смарт сад;DQ3100;3370.00;342
Помпа погружная для аквариума Newa Jet NJ2300 многофункциональная 2300 л/час;00_33_056;5820.00;8
Помпа погружная для аквариума Newa Jet NJ3000 многофункциональная 3000 л/час;00_33_057;6810.00;6
Помпа погружная для аквариума Newa Jet NJ4500 многофункциональная;00_80_055;9950.00;0
Помпа погружная для аквариума Newa Mini MN606 мини-насос;00_06_156;1910.00;15
Помпа течения погружная для аквариума Newa Maxi power head MP900;00_05_522;2360.00;0
Помпа течения погружная для аквариума Newa Maxi power head MP1200;00_05_523;2770.00;0
Лампа инфракрасная керамическая HQ 150 Вт черная;150-90105;872.00;392
Крышка для аквариума Newa More 50-50W и 50R-50RW, матовое стекло;00_185_020;2000.00;0
Двери курятника для автоматического открывателя Chicksafe;CS005;2970.00;0
Лампа инфракрасная 175 Вт InterHeat, Е27 R125, закаленное стекло, красная;175R125/R/2;984.00;105
Нижний нож Heiniger Camelid для стрижки верблюдов, лам, альпак;714-025-A;5560.00;2
Вeрхний нож Heiniger Ceramic-cutter для лам и альпак керамический;714-161;3170.00;2
Зажим подвеса круглой трубы;4742QT;92.00;287
Нижний нож Heiniger Mohair для стрижки мохеровых коз, 94 мм;714-080-A;3910.00;2
Нижний нож Heiniger Slick универсальный для овец, 84,5 мм;714-115-A;3910.00;3
Нижний нож Heiniger MACH 9 для грубошерстных овец, 94 мм;714-071-A;3430.00;0
Ножевая пара Heiniger для стрижки лошадей и КРС 18/23;703-690;3930.00;0
Ножевая пара Heiniger для стрижки КРС 18/15;703-700;3930.00;1
Ножевая пара Heiniger для стрижки лошадей 31F/23;703-580;4760.00;0
Ножевая пара Heiniger для стрижки лошадей и КРС 35/17;703-600;3930.00;0
Сменное лезвие Heiniger для лошадей 10W/2.3 мм;707-974-A;7330.00;0
Нижний нож Heiniger Alpaca LG2 для стрижки альпак, 94 мм;714-109-A;3430.00;1
Сменное лезвие Heiniger 7F/3,2 мм для собак;707-945-A;5390.00;0
Ножевой блок для триммера Heiniger Style Mini;707-265;4040.00;0
Нижний нож Heiniger Bad для грубошерстных овец, 95 мм;714-111-A;3430.00;3
Сменное лезвие Heiniger для лошадей 10WF/1.5 мм;707-970-A;7330.00;0
Сменное лезвие Heiniger для лошадей 15W/1.0 мм;707-972-A;7330.00;0
Лежак подушка 100х73х15 см, со съемным чехлом на молнии, бежевый;9387-2005B;2880.00;86
